Mask Size 0 Mask set() Leakage 0.4912255474440431
Mask Size 1 Mask {'age'} Leakage 0.48390655849303243
Mask Size 1 Mask {'capital_gain'} Leakage 0.44119241053623615
Mask Size 1 Mask {'capital_loss'} Leakage 0.4912255474440431
Mask Size 1 Mask {'class'} Leakage 0.4421302651304688
Mask Size 1 Mask {'education_num'} Leakage 0.46042813003242167
Mask Size 1 Mask {'hours_per_week'} Leakage 0.4912255474440431
Mask Size 1 Mask {'marital_status'} Leakage 0.4912255474440431
Mask Size 1 Mask {'native_country'} Leakage 0.3969281531160326
Mask Size 1 Mask {'occupation'} Leakage 0.4912255474440431
Mask Size 1 Mask {'race'} Leakage 0.4912255474440431
Mask Size 1 Mask {'relationship'} Leakage 0.3876575545157146
Mask Size 1 Mask {'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'age', 'capital_gain'} Leakage 0.43736415669853557
Mask Size 2 Mask {'age', 'capital_loss'} Leakage 0.4839317246711282
Mask Size 2 Mask {'age', 'class'} Leakage 0.4341050146386227
Mask Size 2 Mask {'age', 'education_num'} Leakage 0.4527523729267935
Mask Size 2 Mask {'age', 'hours_per_week'} Leakage 0.48392620978159184
Mask Size 2 Mask {'age', 'marital_status'} Leakage 0.48447398909222794
Mask Size 2 Mask {'age', 'native_country'} Leakage 0.38825264639230594
Mask Size 2 Mask {'age', 'occupation'} Leakage 0.48390655849303243
Mask Size 2 Mask {'age', 'race'} Leakage 0.483913191052453
Mask Size 2 Mask {'age', 'relationship'} Leakage 0.3854242869319815
Mask Size 2 Mask {'age', 'sex'} Leakage 0.26384839770732416
Mask Size 2 Mask {'capital_loss', 'capital_gain'} Leakage 0.4509615589922883
Mask Size 2 Mask {'capital_gain', 'class'} Leakage 0.4032957695576078
Mask Size 2 Mask {'capital_gain', 'education_num'} Leakage 0.4104707532910399
Mask Size 2 Mask {'hours_per_week', 'capital_gain'} Leakage 0.45227859648556834
Mask Size 2 Mask {'capital_gain', 'marital_status'} Leakage 0.3840032729145847
Mask Size 2 Mask {'capital_gain', 'native_country'} Leakage 0.38607319087108916
Mask Size 2 Mask {'occupation', 'capital_gain'} Leakage 0.44119241053623615
Mask Size 2 Mask {'capital_gain', 'race'} Leakage 0.4419942753939222
Mask Size 2 Mask {'relationship', 'capital_gain'} Leakage 0.12413500321044513
Mask Size 2 Mask {'capital_gain', 'sex'} Leakage 0.23918590959922814
Mask Size 2 Mask {'capital_loss', 'class'} Leakage 0.4424367964455269
Mask Size 2 Mask {'capital_loss', 'education_num'} Leakage 0.46046277809509195
Mask Size 2 Mask {'hours_per_week', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'native_country'} Leakage 0.40027545116798646
Mask Size 2 Mask {'occupation', 'capital_loss'} Leakage 0.4912255474440431
Mask Size 2 Mask {'capital_loss', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'capital_loss'} Leakage 0.38861661219322874
Mask Size 2 Mask {'capital_loss', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'education_num', 'class'} Leakage 0.40850223977961175
Mask Size 2 Mask {'hours_per_week', 'class'} Leakage 0.44223887901283754
Mask Size 2 Mask {'marital_status', 'class'} Leakage 0.44962268479175194
Mask Size 2 Mask {'native_country', 'class'} Leakage 0.3659163513198489
Mask Size 2 Mask {'occupation', 'class'} Leakage 0.4421302651304688
Mask Size 2 Mask {'race', 'class'} Leakage 0.4422648068725308
Mask Size 2 Mask {'relationship', 'class'} Leakage 0.33767484007115856
Mask Size 2 Mask {'sex', 'class'} Leakage 0.20488153303225753
Mask Size 2 Mask {'hours_per_week', 'education_num'} Leakage 0.4604477303905746
Mask Size 2 Mask {'education_num', 'marital_status'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'native_country'} Leakage 0.36047651096201316
Mask Size 2 Mask {'occupation', 'education_num'} Leakage 0.46042813003242167
Mask Size 2 Mask {'education_num', 'race'} Leakage 0.46053677277980687
Mask Size 2 Mask {'relationship', 'education_num'} Leakage 0.35586534552810667
Mask Size 2 Mask {'education_num', 'sex'} Leakage 0.26298439687777797
Mask Size 2 Mask {'hours_per_week', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'occupation', 'hours_per_week'} Leakage 0.4912255474440431
Mask Size 2 Mask {'hours_per_week', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'hours_per_week'} Leakage 0.3876575545157146
Mask Size 2 Mask {'hours_per_week', 'sex'} Leakage 0.2726821726489277
Mask Size 2 Mask {'native_country', 'marital_status'} Leakage 0.3979672789901215
Mask Size 2 Mask {'occupation', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'race', 'marital_status'} Leakage 0.4912255474440431
Mask Size 2 Mask {'relationship', 'marital_status'} Leakage 0.2727656282026826
Mask Size 2 Mask {'sex', 'marital_status'} Leakage 0.293584189251586
Mask Size 2 Mask {'occupation', 'native_country'} Leakage 0.3969281531160326
Mask Size 2 Mask {'native_country', 'race'} Leakage 0.39759034718430664
Mask Size 2 Mask {'relationship', 'native_country'} Leakage 0.2907061934465176
Mask Size 2 Mask {'sex', 'native_country'} Leakage 0.13622427654319103
Mask Size 2 Mask {'occupation', 'race'} Leakage 0.4912255474440431
Mask Size 2 Mask {'occupation', 'relationship'} Leakage 0.4074419571733059
Mask Size 2 Mask {'occupation', 'sex'} Leakage 0.27434320827232905
Mask Size 2 Mask {'relationship', 'race'} Leakage 0.3876575545157146
Mask Size 2 Mask {'sex', 'race'} Leakage 0.2726821726489277
Mask Size 2 Mask {'relationship', 'sex'} Leakage 0.2685467517834049
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.01725492860735145
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3519214607997909
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.08028954038579672
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.08481333950275682
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.08105886905480764
Mask Size 8 Mask {'marital_status', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.0825550906239928
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.0609308027168024
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.08869380775938585
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.09594045845793608
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.07078523754440746
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.06981647748163855
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.08096997695708019
Mask Size 8 Mask {'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.13456821465884916
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.06250192619144657
Mask Size 8 Mask {'relationship', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.061857870640866564
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.07461733677455074
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'class'} Leakage 0.07891039121026644
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.08312267432771725
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'capital_loss', 'sex', 'class'} Leakage 0.06074357650217277
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.06059048992857152
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.0695608044984598
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.06208379019014654
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.31843915277026125
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'hours_per_week'} Leakage 0.08426540267122729
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.08616255350267943
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.08238904380568046
Mask Size 8 Mask {'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.07843273109035376
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.0021236551029729656
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.15470430925987733
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.15616410115725854
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.051537041724958654
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.08046088919362371
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.059725131413257526
Mask Size 8 Mask {'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.16079262812225725
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.010976659216110796
Mask Size 8 Mask {'relationship', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.010390278236455663
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.09656679039561944
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss'} Leakage 0.08342198101915221
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.08592759406054806
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex'} Leakage 0.003022679235338388
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.006065862475789885
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'sex'} Leakage 0.05606725385620415
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.013999595210091531
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.08384736209906585
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.08988577299504452
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.06846815338939716
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.06724666118085365
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.11099027002945006
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.07064867684548737
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.06704275490955769
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.3121637170702152
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'hours_per_week', 'class'} Leakage 0.07591234110748046
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.08361329820672425
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.07776776257133522
Mask Size 8 Mask {'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.0829471378495098
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.0038120752076727937
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'hours_per_week', 'class'} Leakage 0.11808157111785555
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.11599324714961823
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'sex', 'hours_per_week', 'class'} Leakage 0.006305357950797119
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.0345803539315096
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.04161946782297299
Mask Size 8 Mask {'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.102896551614171
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.011030310237905794
Mask Size 8 Mask {'relationship', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.013108814243162126
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.05236172326597455
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'class'} Leakage 0.07709155691608027
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.08444604007301204
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'sex', 'class'} Leakage 0.004027495231649247
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.004977733176633525
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'sex', 'class'} Leakage 0.013107097049176009
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.011611539561579565
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.07617746385124802
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.08194088312041325
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.061955783499553
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.06199328419125827
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.06917385259115405
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.06287225210867087
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'sex', 'class'} Leakage 0.06197666862229423
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'hours_per_week'} Leakage 0.08718310974747057
Mask Size 8 Mask {'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.09093570113684568
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'sex', 'hours_per_week'} Leakage 0.025953542263655205
Mask Size 8 Mask {'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.03303503778425887
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'sex', 'hours_per_week'} Leakage 0.08991554545213154
Mask Size 8 Mask {'relationship', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.03408462918314348
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'race', 'sex'} Leakage 0.02034088566408243
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'capital_gain', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.06900484506287874
Mask Size 8 Mask {'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3403015704157427
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.04650593176197981
Mask Size 8 Mask {'marital_status', 'occupation', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.08351673406373872
Mask Size 8 Mask {'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.0397734450986208
Mask Size 8 Mask {'marital_status', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.06993293527290056
Mask Size 8 Mask {'relationship', 'marital_status', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.027861089792100557
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.1727174408047072
Mask Size 8 Mask {'marital_status', 'occupation', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.20261182253069232
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.15178600815963683
Mask Size 8 Mask {'relationship', 'marital_status', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.1521668719379864
Mask Size 8 Mask {'relationship', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.24154098758254083
Mask Size 8 Mask {'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.06003599596550402
Mask Size 8 Mask {'relationship', 'occupation', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.04444682919706455
Mask Size 8 Mask {'relationship', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.028943332407520672
Mask Size 8 Mask {'relationship', 'occupation', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.1666685673964614
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'class'} Leakage 0.04069912132706743
Mask Size 8 Mask {'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.07910265309339348
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'capital_loss', 'sex', 'class'} Leakage 0.024931474248521712
Mask Size 8 Mask {'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.0241944926127321
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.145090150977629
Mask Size 8 Mask {'relationship', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.04062862654559263
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.10169641922024342
Mask Size 8 Mask {'marital_status', 'occupation', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.13417663708704897
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.0818358141356732
Mask Size 8 Mask {'relationship', 'marital_status', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.08134833945406572
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.2021584744976218
Mask Size 8 Mask {'relationship', 'occupation', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.0901583339714509
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'capital_loss', 'sex', 'class'} Leakage 0.08308834145696176
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week'} Leakage 0.17387049528205778
Mask Size 8 Mask {'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.1884045901612137
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.10016401635912897
Mask Size 8 Mask {'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.09396645028391581
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.2215466493596443
Mask Size 8 Mask {'relationship', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.10493120857482963
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'capital_loss', 'sex'} Leakage 0.09249191277736668
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'capital_loss', 'sex', 'hours_per_week'} Leakage 0.1453291256573378
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'hours_per_week', 'class'} Leakage 0.10681033745382151
Mask Size 8 Mask {'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.1404658118499328
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'sex', 'hours_per_week', 'class'} Leakage 0.0465009384532421
Mask Size 8 Mask {'relationship', 'marital_status', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.019733065126888327
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.1559103362652856
Mask Size 8 Mask {'relationship', 'occupation', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.06703626124833162
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'sex', 'class'} Leakage 0.02643308844996939
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'native_country', 'race', 'sex', 'hours_per_week', 'class'} Leakage 0.08399080512925905
Mask Size 8 Mask {'relationship', 'marital_status', 'occupation', 'education_num', 'native_country', 'race', 'sex', 'hours_per_week'} Leakage 0.10267175937359774
Mask Size 9 Mask {'age', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.31273712863657066
Mask Size 9 Mask {'age', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.31257682734595726
Mask Size 9 Mask {'age', 'relationship', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.01959520115225588
Mask Size 9 Mask {'age', 'marital_status', 'capital_gain', 'education_num', 'native_country', 'capital_loss', 'sex', 'hours_per_week', 'class'} Leakage 0.04000827214868963
Mask Size 9 Mask {'age', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'race', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.3327175175988487
Mask Size 9 Mask {'age', 'relationship', 'marital_status', 'occupation', 'capital_gain', 'education_num', 'capital_loss', 'hours_per_week', 'class'} Leakage 0.026510461595032675
